rank,ranking-institution-title,ranking-institution-title href,location,overall,resources,engagement,outcomes,enviroment
> 800,Purdue University-Calumet Campus,https://www.timeshighereducation.com/world-university-rankings/purdue-university-calumet-campus#ranking-dataset/634830,Indiana,23.7-40.2,-,-,-,6.8
> 800,Radford University,https://www.timeshighereducation.com/world-university-rankings/radford-university#ranking-dataset/634830,Virginia,23.7-40.2,-,-,-,-
> 800,Rhode Island College,https://www.timeshighereducation.com/world-university-rankings/rhode-island-college#ranking-dataset/634830,Rhode Island,23.7-40.2,-,15.9,-,5.1
> 800,Rochester College,https://www.timeshighereducation.com/world-university-rankings/rochester-college#ranking-dataset/634830,Michigan,23.7-40.2,-,-,-,-
> 800,SUNY College at Old Westbury,https://www.timeshighereducation.com/world-university-rankings/suny-college-old-westbury#ranking-dataset/634830,New York,23.7-40.2,-,-,-,7.9
> 800,SUNY at Purchase College,https://www.timeshighereducation.com/world-university-rankings/suny-purchase-college#ranking-dataset/634830,New York,23.7-40.2,-,-,-,5.5
> 800,Saginaw Valley State University,https://www.timeshighereducation.com/world-university-rankings/saginaw-valley-state-university#ranking-dataset/634830,Michigan,23.7-40.2,-,15.9,-,5
> 800,Saint Mary's University of Minnesota,https://www.timeshighereducation.com/world-university-rankings/saint-marys-university-minnesota#ranking-dataset/634830,Minnesota,23.7-40.2,-,16.7,-,-
> 800,Salem State University,https://www.timeshighereducation.com/world-university-rankings/salem-state-university#ranking-dataset/634830,Massachusetts,23.7-40.2,-,-,-,5.7
> 800,Savannah State University,https://www.timeshighereducation.com/world-university-rankings/savannah-state-university#ranking-dataset/634830,Georgia,23.7-40.2,-,-,-,6.5
> 800,University of Science and Arts of Oklahoma,https://www.timeshighereducation.com/world-university-rankings/university-science-and-arts-oklahoma#ranking-dataset/634830,Oklahoma,23.7-40.2,-,-,-,5.6
> 800,Shawnee State University,https://www.timeshighereducation.com/world-university-rankings/shawnee-state-university#ranking-dataset/634830,Ohio,23.7-40.2,-,-,-,-
> 800,Shepherd University,https://www.timeshighereducation.com/world-university-rankings/shepherd-university#ranking-dataset/634830,West Virginia,23.7-40.2,-,-,-,-
> 800,University of Sioux Falls,https://www.timeshighereducation.com/world-university-rankings/university-sioux-falls#ranking-dataset/634830,South Dakota,23.7-40.2,-,-,-,-
> 800,South Carolina State University,https://www.timeshighereducation.com/world-university-rankings/south-carolina-state-university#ranking-dataset/634830,South Carolina,23.7-40.2,-,-,-,6.4
> 800,University of South Carolina-Upstate,https://www.timeshighereducation.com/world-university-rankings/university-south-carolina-upstate#ranking-dataset/634830,South Carolina,23.7-40.2,-,-,-,6.6
> 800,University of South Florida-St Petersburg,https://www.timeshighereducation.com/world-university-rankings/university-south-florida-st-petersburg#ranking-dataset/634830,Florida,23.7-40.2,-,-,-,6.1
> 800,Southeast Missouri State University,https://www.timeshighereducation.com/world-university-rankings/southeast-missouri-state-university#ranking-dataset/634830,Missouri,23.7-40.2,-,16,-,-
> 800,Southeastern Louisiana University,https://www.timeshighereducation.com/world-university-rankings/southeastern-louisiana-university#ranking-dataset/634830,Louisiana,23.7-40.2,-,-,-,-
> 800,Southeastern Oklahoma State University,https://www.timeshighereducation.com/world-university-rankings/southeastern-oklahoma-state-university#ranking-dataset/634830,Oklahoma,23.7-40.2,-,-,-,6.4
> 800,Southern University and A & M College,https://www.timeshighereducation.com/world-university-rankings/southern-university-and-m-college#ranking-dataset/634830,Louisiana,23.7-40.2,-,-,-,5.9
> 800,Southern Arkansas University Main Campus,https://www.timeshighereducation.com/world-university-rankings/southern-arkansas-university-main-campus#ranking-dataset/634830,Arkansas,23.7-40.2,-,-,-,6
> 800,University of Southern Indiana,https://www.timeshighereducation.com/world-university-rankings/university-southern-indiana#ranking-dataset/634830,Indiana,23.7-40.2,-,15.9,-,-
> 800,University of Southern Maine,https://www.timeshighereducation.com/world-university-rankings/university-southern-maine#ranking-dataset/634830,Maine,23.7-40.2,-,-,-,-
> 800,Southern Oregon University,https://www.timeshighereducation.com/world-university-rankings/southern-oregon-university#ranking-dataset/634830,Oregon,23.7-40.2,-,-,-,-
> 800,Southern Utah University,https://www.timeshighereducation.com/world-university-rankings/southern-utah-university#ranking-dataset/634830,Utah,23.7-40.2,-,16.6,-,-
> 800,Southern Wesleyan University,https://www.timeshighereducation.com/world-university-rankings/southern-wesleyan-university#ranking-dataset/634830,South Carolina,23.7-40.2,-,-,-,6.1
> 800,Southwest Baptist University,https://www.timeshighereducation.com/world-university-rankings/southwest-baptist-university#ranking-dataset/634830,Missouri,23.7-40.2,-,15.8,-,-
> 800,Southwest Minnesota State University,https://www.timeshighereducation.com/world-university-rankings/southwest-minnesota-state-university#ranking-dataset/634830,Minnesota,23.7-40.2,-,-,-,-
> 800,Southwestern Oklahoma State University,https://www.timeshighereducation.com/world-university-rankings/southwestern-oklahoma-state-university#ranking-dataset/634830,Oklahoma,23.7-40.2,-,-,-,5.5
> 800,St Cloud State University,https://www.timeshighereducation.com/world-university-rankings/st-cloud-state-university#ranking-dataset/634830,Minnesota,23.7-40.2,-,15.9,-,-
> 800,St Thomas Aquinas College,https://www.timeshighereducation.com/world-university-rankings/st-thomas-aquinas-college#ranking-dataset/634830,New York,23.7-40.2,-,-,-,-
> 800,Stephen F Austin State University,https://www.timeshighereducation.com/world-university-rankings/stephen-f-austin-state-university#ranking-dataset/634830,Texas,23.7-40.2,-,17,-,5.3
> 800,Tarleton State University,https://www.timeshighereducation.com/world-university-rankings/tarleton-state-university#ranking-dataset/634830,Texas,23.7-40.2,-,16.8,-,5
> 800,The University of Tennessee-Chattanooga,https://www.timeshighereducation.com/world-university-rankings/university-tennessee-chattanooga#ranking-dataset/634830,Tennessee,23.7-40.2,-,-,-,-
> 800,The University of Tennessee-Martin,https://www.timeshighereducation.com/world-university-rankings/university-tennessee-martin#ranking-dataset/634830,Tennessee,23.7-40.2,-,16,-,-
> 800,Tennessee Technological University,https://www.timeshighereducation.com/world-university-rankings/tennessee-technological-university#ranking-dataset/634830,Tennessee,23.7-40.2,-,-,-,-
> 800,Texas A & M University-Commerce,https://www.timeshighereducation.com/world-university-rankings/texas-m-university-commerce#ranking-dataset/634830,Texas,23.7-40.2,-,16,-,8.1
> 800,Texas A & M University-Corpus Christi,https://www.timeshighereducation.com/world-university-rankings/texas-m-university-corpus-christi#ranking-dataset/634830,Texas,23.7-40.2,-,-,-,7.4
> 800,Texas A&M International University,https://www.timeshighereducation.com/world-university-rankings/texas-am-international-university#ranking-dataset/634830,Texas,23.7-40.2,-,-,-,5.5
> 800,Texas A & M University-Kingsville,https://www.timeshighereducation.com/world-university-rankings/texas-m-university-kingsville#ranking-dataset/634830,Texas,23.7-40.2,-,-,-,6.8
> 800,University of Texas at El Paso,https://www.timeshighereducation.com/world-university-rankings/university-texas-el-paso#ranking-dataset/634830,Texas,23.7-40.2,-,16.2,-,6.3
> 800,University of Texas Rio Grande Valley,https://www.timeshighereducation.com/world-university-rankings/university-texas-rio-grande-valley-0#ranking-dataset/634830,Texas,23.7-40.2,-,-,-,5.7
> 800,Thomas College,https://www.timeshighereducation.com/world-university-rankings/thomas-college#ranking-dataset/634830,Maine,23.7-40.2,-,-,-,-
> 800,Trevecca Nazarene University,https://www.timeshighereducation.com/world-university-rankings/trevecca-nazarene-university#ranking-dataset/634830,Tennessee,23.7-40.2,-,16.4,-,-
> 800,Tusculum College,https://www.timeshighereducation.com/world-university-rankings/tusculum-college#ranking-dataset/634830,Tennessee,23.7-40.2,-,-,-,-
> 800,Utah State University,https://www.timeshighereducation.com/world-university-rankings/utah-state-university#ranking-dataset/634830,Utah,23.7-40.2,-,16.6,-,-
> 800,Utah Valley University,https://www.timeshighereducation.com/world-university-rankings/utah-valley-university#ranking-dataset/634830,Utah,23.7-40.2,-,16.7,-,-
> 800,Valdosta State University,https://www.timeshighereducation.com/world-university-rankings/valdosta-state-university#ranking-dataset/634830,Georgia,23.7-40.2,-,-,-,5.7
> 800,Vanguard University of Southern California,https://www.timeshighereducation.com/world-university-rankings/vanguard-university-southern-california#ranking-dataset/634830,California,23.7-40.2,-,-,-,6.8
> 800,Washburn University,https://www.timeshighereducation.com/world-university-rankings/washburn-university#ranking-dataset/634830,Kansas,23.7-40.2,-,16.2,-,-
> 800,Wayne State College,https://www.timeshighereducation.com/world-university-rankings/wayne-state-college#ranking-dataset/634830,Nebraska,23.7-40.2,-,15.9,-,-
> 800,Weber State University,https://www.timeshighereducation.com/world-university-rankings/weber-state-university#ranking-dataset/634830,Utah,23.7-40.2,-,16.7,-,-
> 800,Wesley College,https://www.timeshighereducation.com/world-university-rankings/wesley-college#ranking-dataset/634830,Delaware,23.7-40.2,-,-,-,6.3
> 800,The University of West Florida,https://www.timeshighereducation.com/world-university-rankings/university-west-florida#ranking-dataset/634830,Florida,23.7-40.2,-,-,-,6.1
> 800,University of West Georgia,https://www.timeshighereducation.com/world-university-rankings/university-west-georgia#ranking-dataset/634830,Georgia,23.7-40.2,-,-,-,5.9
> 800,West Liberty University,https://www.timeshighereducation.com/world-university-rankings/west-liberty-university#ranking-dataset/634830,West Virginia,23.7-40.2,-,-,-,-
> 800,West Texas A & M University,https://www.timeshighereducation.com/world-university-rankings/west-texas-m-university#ranking-dataset/634830,Texas,23.7-40.2,-,16.7,-,5.1
> 800,West Virginia State University,https://www.timeshighereducation.com/world-university-rankings/west-virginia-state-university#ranking-dataset/634830,West Virginia,23.7-40.2,-,-,-,6.1
> 800,Western Carolina University,https://www.timeshighereducation.com/world-university-rankings/western-carolina-university#ranking-dataset/634830,North Carolina,23.7-40.2,-,17.1,-,-
> 800,Western Connecticut State University,https://www.timeshighereducation.com/world-university-rankings/western-connecticut-state-university#ranking-dataset/634830,Connecticut,23.7-40.2,-,-,-,5.6
> 800,Western Kentucky University,https://www.timeshighereducation.com/world-university-rankings/western-kentucky-university#ranking-dataset/634830,Kentucky,23.7-40.2,-,17,-,5.1
> 800,Western Oregon University,https://www.timeshighereducation.com/world-university-rankings/western-oregon-university#ranking-dataset/634830,Oregon,23.7-40.2,-,-,-,5.4
> 800,Western State Colorado University,https://www.timeshighereducation.com/world-university-rankings/western-state-colorado-university#ranking-dataset/634830,Colorado,23.7-40.2,-,-,-,-
> 800,Wichita State University,https://www.timeshighereducation.com/world-university-rankings/wichita-state-university#ranking-dataset/634830,Kansas,23.7-40.2,-,-,-,5.6
> 800,William Carey University,https://www.timeshighereducation.com/world-university-rankings/william-carey-university#ranking-dataset/634830,Mississippi,23.7-40.2,-,-,-,5.2
> 800,William Jessup University,https://www.timeshighereducation.com/world-university-rankings/william-jessup-university#ranking-dataset/634830,California,23.7-40.2,-,-,-,5.9
> 800,William Woods University,https://www.timeshighereducation.com/world-university-rankings/william-woods-university#ranking-dataset/634830,Missouri,23.7-40.2,-,-,-,-
> 800,Wilmington College,https://www.timeshighereducation.com/world-university-rankings/wilmington-college#ranking-dataset/634830,Ohio,23.7-40.2,-,-,-,-
> 800,Winona State University,https://www.timeshighereducation.com/world-university-rankings/winona-state-university#ranking-dataset/634830,Minnesota,23.7-40.2,-,16.3,-,-
> 800,University of Wisconsin-Green Bay,https://www.timeshighereducation.com/world-university-rankings/university-wisconsin-green-bay#ranking-dataset/634830,Wisconsin,23.7-40.2,-,-,-,-
> 800,University of Wisconsin-Oshkosh,https://www.timeshighereducation.com/world-university-rankings/university-wisconsin-oshkosh#ranking-dataset/634830,Wisconsin,23.7-40.2,-,15.8,-,-
> 800,University of Wisconsin-Parkside,https://www.timeshighereducation.com/world-university-rankings/university-wisconsin-parkside#ranking-dataset/634830,Wisconsin,23.7-40.2,-,-,-,6.4
> 800,University of Wisconsin-Platteville,https://www.timeshighereducation.com/world-university-rankings/university-wisconsin-platteville#ranking-dataset/634830,Wisconsin,23.7-40.2,-,-,16.5,-
> 800,University of Wisconsin-River Falls,https://www.timeshighereducation.com/world-university-rankings/university-wisconsin-river-falls#ranking-dataset/634830,Wisconsin,23.7-40.2,-,-,-,-
> 800,University of Wisconsin-Whitewater,https://www.timeshighereducation.com/world-university-rankings/university-wisconsin-whitewater#ranking-dataset/634830,Wisconsin,23.7-40.2,-,-,-,-
> 800,Worcester State University,https://www.timeshighereducation.com/world-university-rankings/worcester-state-university#ranking-dataset/634830,Massachusetts,23.7-40.2,-,-,-,-
> 800,Youngstown State University,https://www.timeshighereducation.com/world-university-rankings/youngstown-state-university#ranking-dataset/634830,Ohio,23.7-40.2,-,16.8,-,-
